1	14	Acid---User:Femto/elements e4	Acid	User:Femto/elements e4	1
1	14	Acid---User:Femto/elements e5	Acid	User:Femto/elements e5	1
1	14	Acid---User:Femto/elements e6	Acid	User:Femto/elements e6	1
1	14	Acid---User:Femto/elements e7	Acid	User:Femto/elements e7	1
1	14	Acid---User:Femto/elements e8	Acid	User:Femto/elements e8	1
1	14	Acid---User:Femto/elements e9	Acid	User:Femto/elements e9	1
1	14	Acid---User:Femto/elements e10	Acid	User:Femto/elements e10	1
1	14	Acid---User:Femto/elements e11	Acid	User:Femto/elements e11	1
1	14	Acid---Vertisol	Acid	Vertisol	1
1	14	Acid---Perkin reaction	Acid	Perkin reaction	1
1	14	Acid---Acetylacetone	Acid	Acetylacetone	1
1	14	Acid---Acetyl chloride	Acid	Acetyl chloride	1
1	14	Acid---Ultisol	Acid	Ultisol	1
1	14	Acid---Phenobarbital	Acid	Phenobarbital	1
1	14	Acid---Apolipoprotein	Acid	Apolipoprotein	1
1	14	Acid---Basicity	Acid	Basicity	1
1	14	Acid---Equivalent weight	Acid	Equivalent weight	1
1	14	Acid---Hydrobromide	Acid	Hydrobromide	1
1	14	Acid---Safranin	Acid	Safranin	1
1	14	Acid---Michael reaction	Acid	Michael reaction	1
1	14	Acid---Quick bread	Acid	Quick bread	1
1	14	Acid---Lowthian Bell	Acid	Lowthian Bell	1
1	14	Acid---Wikipedia:WikiProject Chemicals/Digests	Acid	Wikipedia:WikiProject Chemicals/Digests	1
1	14	Acid---Permanganate	Acid	Permanganate	1
1	14	Acid---Morpholine	Acid	Morpholine	1
1	14	Acid---Cannizzaro reaction	Acid	Cannizzaro reaction	1
1	14	Acid---Acid salt	Acid	Acid salt	1
1	14	Acid---Mineral acid	Acid	Mineral acid	1
1	14	Acid---Halogen dance rearrangement	Acid	Halogen dance rearrangement	1
1	14	Acid---Phosphorus trichloride	Acid	Phosphorus trichloride	1
1	14	Acid---Ionone	Acid	Ionone	1
1	14	Acid---Knoevenagel condensation	Acid	Knoevenagel condensation	1
1	14	Acid---Enone	Acid	Enone	1
1	14	Acid---Triethylamine	Acid	Triethylamine	1
1	14	Acid---Metalation	Acid	Metalation	1
1	14	Acid---Thermodynamic versus kinetic reaction control	Acid	Thermodynamic versus kinetic reaction control	1
1	14	Acid---Sangay	Acid	Sangay	1
1	14	Acid---AP Chemistry	Acid	AP Chemistry	1
1	14	Acid---Non-nucleophilic base	Acid	Non-nucleophilic base	1
1	14	Acid---2,2,6,6-Tetramethylpiperidine	Acid	2,2,6,6-Tetramethylpiperidine	1
1	14	Acid---Caesium hydroxide	Acid	Caesium hydroxide	1
1	14	Acid---Organoboron chemistry	Acid	Organoboron chemistry	1
1	14	Acid---Nitrilase	Acid	Nitrilase	1
1	14	Acid---Fire ecology	Acid	Fire ecology	1
1	14	Acid---Atrane	Acid	Atrane	1
1	14	Acid---Arbutus unedo	Acid	Arbutus unedo	1
1	14	Acid---Benzoin condensation	Acid	Benzoin condensation	1
1	14	Acid---Tert-Butyl alcohol	Acid	Tert-Butyl alcohol	1
1	14	Acid---Pandanus tectorius	Acid	Pandanus tectorius	1
1	14	Acid---Jeremias Benjamin Richter	Acid	Jeremias Benjamin Richter	1
1	14	Acid---United States v. Booker	Acid	United States v. Booker	1
