article,user,date,size,difference
Transport in South Africa,NJR ZA,23.11.09,5225,-21
Transport in South Africa,World8115,27.12.09,5250,25
Transport in South Africa,Woohookitty,10.03.10,5258,8
Transport in South Africa,Rjwilmsi,24.03.10,5295,37
Transport in South Africa,Zorrobot,09.04.10,5326,31
Transport in South Africa,114.78.118.11,19.05.10,5268,-58
Transport in South Africa,114.78.118.11,19.05.10,5311,43
Transport in South Africa,BokicaK,21.05.10,5269,-42
Transport in South Africa,121.44.32.33,13.06.10,5549,280
Transport in South Africa,80.64.224.3,22.07.10,5498,-51
Transport in South Africa,ArnoldReinhold,17.09.10,5517,19
Transport in South Africa,SporkBot,25.09.10,5492,-25
Transport in South Africa,75.183.127.189,15.11.10,5490,-2
Transport in South Africa,75.183.127.189,15.11.10,4863,-627
Transport in South Africa,ClueBot NG,15.11.10,5492,629
Transport in South Africa,24.222.32.3,05.01.11,5487,-5
Transport in South Africa,West.andrew.g,05.01.11,5492,5
Transport in South Africa,74.93.204.113,08.02.11,5509,17
Transport in South Africa,74.93.204.113,08.02.11,5520,11
Transport in South Africa,74.93.204.113,08.02.11,5524,4
Transport in South Africa,74.93.204.113,08.02.11,5533,9
Transport in South Africa,74.93.204.113,08.02.11,5495,-38
Transport in South Africa,196.215.12.125,13.02.11,5500,5
Transport in South Africa,196.215.12.125,13.02.11,5478,-22
Transport in South Africa,125.24.114.34,02.03.11,5512,34
Transport in South Africa,ClueBot NG,02.03.11,5478,-34
Transport in South Africa,Yobot,02.04.11,5461,-17
Transport in South Africa,206.228.109.58,15.04.11,5461,0
Transport in South Africa,Philg88,15.04.11,5461,0
Transport in South Africa,199.198.223.108,28.06.11,5512,51
Transport in South Africa,199.198.223.108,28.06.11,5594,82
Transport in South Africa,70.227.107.121,07.02.12,5562,-32
Transport in South Africa,ClueBot NG,07.02.12,5594,32
Transport in South Africa,208.190.39.128,08.02.12,5600,6
Transport in South Africa,85.19.140.9,26.02.12,5594,-6
Transport in South Africa,Htonl,04.04.12,5619,25
Transport in South Africa,86.156.182.159,30.05.12,5646,27
Transport in South Africa,Simeondahl,30.05.12,5619,-27
Transport in South Africa,203.44.88.218,30.07.12,5621,2
Transport in South Africa,203.44.88.218,30.07.12,5621,0
Transport in South Africa,203.44.88.218,30.07.12,5622,1
Transport in South Africa,Jim1138,30.07.12,5619,-3
Transport in South Africa,154.5.5.251,23.12.12,5619,0
Transport in South Africa,Ebrahimabader,05.01.13,6960,1341
Transport in South Africa,Ebrahimabader,05.01.13,7140,180
Transport in South Africa,Ebrahimabader,05.01.13,7217,77
Transport in South Africa,Ebrahimabader,05.01.13,7229,12
Transport in South Africa,117.216.46.214,15.01.13,7229,0
Transport in South Africa,Titodutta,19.01.13,7229,0
Transport in South Africa,Martinvl,31.01.13,8693,1464
Transport in South Africa,Magioladitis,12.03.13,8670,-23
Transport in South Africa,Addbot,12.03.13,8618,-52
Transport in South Africa,81.83.2.166,15.03.13,8630,12
Transport in South Africa,ClueBot NG,15.03.13,8618,-12
Transport in South Africa,Ohconfucius,20.05.13,8655,37
Transport in South Africa,DePiep,14.07.13,8655,0
Transport in South Africa,173.66.249.234,16.09.13,8633,-22
Transport in South Africa,Ginsuloft,16.09.13,8655,22
Transport in South Africa,173.66.249.234,16.09.13,8656,1
Transport in South Africa,Discospinster,16.09.13,8655,-1
Transport in South Africa,196.11.134.77,30.12.13,8375,-280
Transport in South Africa,24.17.95.165,10.02.14,8381,6
Transport in South Africa,50.203.21.186,25.03.14,8377,-4
Transport in South Africa,Quenhitran,25.03.14,8381,4
Transport in South Africa,105.227.73.244,02.04.14,8395,14
Transport in South Africa,ClueBot NG,02.04.14,8381,-14
Transport in South Africa,Aaron-Tripel,09.04.14,8376,-5
Transport in South Africa,HelenOnline,26.05.14,8405,29
Transport in South Africa,LwandaShaunThomas,17.08.14,8629,224
Transport in South Africa,Trappist the monk,25.08.14,8629,0
Transport in South Africa,Htonl,03.09.14,8599,-30
Wildlife conservation,Phlebas,19.04.05,30,0
Wildlife conservation,KAM,21.05.06,22,-8
Wildlife conservation,24.5.249.199,06.03.07,31,9
Wildlife conservation,24.5.249.199,06.03.07,7,-24
Wildlife conservation,Valencia Heart,06.03.07,13,6
Wildlife conservation,Quarl,07.03.07,22,9
Wildlife conservation,Alan Liefting,06.10.07,34,12
Wildlife conservation,Apoorvmehta,25.05.10,438,404
Wildlife conservation,115.242.11.36,28.05.10,559,121
Wildlife conservation,184.0.14.104,28.05.10,640,81
Wildlife conservation,184.0.14.104,28.05.10,648,8
Wildlife conservation,158.38.86.146,30.05.10,438,-210
Wildlife conservation,122.161.51.86,07.06.10,476,38
Wildlife conservation,GoingBatty,16.06.10,33,-443
Wildlife conservation,Creativekiwi,05.09.10,184,151
Wildlife conservation,Creativekiwi,05.09.10,408,224
Wildlife conservation,Creativekiwi,05.09.10,412,4
Wildlife conservation,Creativekiwi,05.09.10,426,14
Wildlife conservation,GoingBatty,06.09.10,448,22
Wildlife conservation,117.198.144.101,11.09.10,677,229
Wildlife conservation,GoingBatty,11.09.10,636,-41
Wildlife conservation,68.36.208.193,19.09.10,724,88
Wildlife conservation,GoingBatty,19.09.10,636,-88
Wildlife conservation,Rich Farmbrough,28.09.10,712,76
Wildlife conservation,Creativekiwi,03.10.10,504,-208
Wildlife conservation,Look2See1,13.10.10,517,13
Wildlife conservation,117.195.197.233,19.10.10,533,16
Wildlife conservation,GoingBatty,19.10.10,517,-16
Wildlife conservation,117.195.103.147,30.10.10,507,-10
Wildlife conservation,GoingBatty,30.10.10,517,10
Wildlife conservation,Diannaa,04.12.10,494,-23
Wildlife conservation,115.184.215.79,25.12.10,573,79
Wildlife conservation,GoingBatty,26.12.10,494,-79
Wildlife conservation,59.164.101.229,01.01.11,44076,43582
Wildlife conservation,GoingBatty,01.01.11,494,-43582
Wildlife conservation,Soumyadityac,05.01.11,886,392
Wildlife conservation,Soumyadityac,05.01.11,1429,543
Wildlife conservation,Soumyadityac,05.01.11,2762,1333
Wildlife conservation,Soumyadityac,05.01.11,2765,3
Wildlife conservation,GoingBatty,06.01.11,2620,-145
Wildlife conservation,GoingBatty,06.01.11,2662,42
Wildlife conservation,122.168.245.217,06.01.11,2264,-398
Wildlife conservation,114.30.73.176,22.01.11,2338,74
Wildlife conservation,GoingBatty,22.01.11,2405,67
Wildlife conservation,GoingBatty,23.01.11,2405,0
Wildlife conservation,122.177.245.47,24.01.11,2404,-1
Wildlife conservation,GoingBatty,24.01.11,2405,1
Wildlife conservation,117.195.203.56,07.02.11,2513,108
Wildlife conservation,117.195.203.56,07.02.11,2511,-2
Wildlife conservation,GoingBatty,08.02.11,2511,0
Wildlife conservation,59.95.98.215,13.02.11,2512,1
Wildlife conservation,59.95.98.215,13.02.11,2511,-1
Wildlife conservation,59.95.98.215,13.02.11,2515,4
Wildlife conservation,GoingBatty,13.02.11,2514,-1
Wildlife conservation,GoingBatty,13.02.11,2510,-4
Wildlife conservation,GoingBatty,13.02.11,2509,-1
Wildlife conservation,24.22.97.179,22.02.11,2506,-3
Wildlife conservation,175.137.206.201,07.03.11,2577,71
Wildlife conservation,GoingBatty,07.03.11,2581,4
Wildlife conservation,117.254.210.63,25.03.11,2608,27
Wildlife conservation,ClueBot NG,25.03.11,2581,-27
Wildlife conservation,Smfunk7,29.03.11,2688,107
Wildlife conservation,GoingBatty,30.03.11,2581,-107
Wildlife conservation,TheMightyGrecian,04.04.11,8184,5603
Wildlife conservation,TheMightyGrecian,04.04.11,8147,-37
Wildlife conservation,TheMightyGrecian,04.04.11,8269,122
Wildlife conservation,GoingBatty,04.04.11,8207,-62
Wildlife conservation,Smfunk7,12.04.11,8313,106
Wildlife conservation,Smfunk7,26.04.11,9064,751
Wildlife conservation,Smfunk7,26.04.11,9871,807
Wildlife conservation,Smfunk7,26.04.11,9919,48
Wildlife conservation,Smfunk7,26.04.11,10017,98
Wildlife conservation,Smfunk7,26.04.11,10952,935
Wildlife conservation,Smfunk7,26.04.11,11853,901
Wildlife conservation,Smfunk7,26.04.11,11817,-36
Wildlife conservation,Smfunk7,26.04.11,12031,214
Wildlife conservation,Smfunk7,26.04.11,12211,180
Wildlife conservation,Smfunk7,26.04.11,12212,1
Wildlife conservation,Smfunk7,26.04.11,12216,4
Wildlife conservation,Smfunk7,26.04.11,12214,-2
Wildlife conservation,Sross (Public Policy),26.04.11,12250,36
Wildlife conservation,Smfunk7,29.04.11,12993,743
Wildlife conservation,Smfunk7,29.04.11,13523,530
Wildlife conservation,Smfunk7,29.04.11,14672,1149
Wildlife conservation,Smfunk7,29.04.11,15726,1054
Wildlife conservation,GoingBatty,01.05.11,15562,-164
Wildlife conservation,GoingBatty,01.05.11,14798,-764
Wildlife conservation,GoingBatty,01.05.11,14784,-14
Wildlife conservation,GoingBatty,01.05.11,14776,-8
Wildlife conservation,120.61.51.247,23.05.11,14881,105
Wildlife conservation,120.61.51.247,23.05.11,15131,250
Wildlife conservation,120.61.51.247,23.05.11,15128,-3
Wildlife conservation,Pjoef,25.05.11,15199,71
Wildlife conservation,Pjoef,25.05.11,15170,-29
Wildlife conservation,Pjoef,25.05.11,15168,-2
Wildlife conservation,Pjoef,25.05.11,15168,0
Wildlife conservation,Pjoef,25.05.11,15189,21
Wildlife conservation,Pjoef,25.05.11,15221,32
Wildlife conservation,Pjoef,25.05.11,15221,0
Wildlife conservation,Pjoef,25.05.11,15221,0
Wildlife conservation,Pjoef,25.05.11,15221,0
Wildlife conservation,117.224.39.187,27.05.11,15136,-85
Wildlife conservation,RA0808,27.05.11,15221,85
Wildlife conservation,117.224.18.213,01.06.11,15292,71
Wildlife conservation,Mild Bill Hiccup,01.06.11,15214,-78
Wildlife conservation,Siddhantrocker,02.06.11,12471,-2743
Wildlife conservation,Siddhantrocker,02.06.11,10754,-1717
Wildlife conservation,Surya Prakash.S.A.,02.06.11,15214,4460
Wildlife conservation,182.68.81.167,24.06.11,15218,4
Wildlife conservation,Smalljim,24.06.11,15214,-4
Wildlife conservation,122.162.51.156,27.06.11,15044,-170
Wildlife conservation,75.165.223.223,05.07.11,15455,411
Wildlife conservation,LarryJeff,22.08.11,15625,170
Wildlife conservation,LarryJeff,22.08.11,15214,-411
Wildlife conservation,LarryJeff,22.08.11,15068,-146
Wildlife conservation,LarryJeff,22.08.11,15054,-14
Wildlife conservation,AnomieBOT,22.08.11,15088,34
Wildlife conservation,117.254.42.235,02.09.11,15129,41
Wildlife conservation,Materialscientist,02.09.11,15088,-41
Wildlife conservation,Mild Bill Hiccup,02.09.11,15080,-8
Wildlife conservation,Helpful Pixie Bot,02.09.11,15124,44
Wildlife conservation,78.100.214.138,11.09.11,15213,89
Wildlife conservation,59.92.204.212,11.09.11,15030,-183
Wildlife conservation,Falcon8765,11.09.11,15213,183
Wildlife conservation,Falcon8765,11.09.11,15124,-89
Wildlife conservation,Koavf,23.09.11,15088,-36
Wildlife conservation,14.97.6.46,28.09.11,14388,-700
Wildlife conservation,Ekabhishek,08.10.11,14414,26
Wildlife conservation,117.199.217.185,18.10.11,14415,1
Wildlife conservation,NJR ZA,24.10.11,14433,18
Wildlife conservation,NJR ZA,24.10.11,14465,32
Wildlife conservation,AnomieBOT,24.10.11,14501,36
Wildlife conservation,170.185.51.19,14.11.11,14496,-5
Wildlife conservation,Tide rolls,19.11.11,14501,5
Wildlife conservation,27.4.208.36,20.11.11,14655,154
Wildlife conservation,Robertppt,27.11.11,14693,38
Wildlife conservation,171.67.129.54,28.11.11,14692,-1
Wildlife conservation,76.233.79.151,29.11.11,14693,1
Wildlife conservation,Excirial,29.11.11,14692,-1
Wildlife conservation,59.180.135.122,06.12.11,14691,-1
Wildlife conservation,111.119.200.116,13.12.11,14692,1
Wildlife conservation,195.194.74.81,16.12.11,14692,0
Wildlife conservation,112.79.36.67,29.12.11,14705,13
Wildlife conservation,112.79.36.67,29.12.11,14710,5
Wildlife conservation,115.241.38.152,07.01.12,14692,-18
Wildlife conservation,216.101.114.13,19.01.12,14704,12
Wildlife conservation,216.101.114.13,19.01.12,14698,-6
Wildlife conservation,216.101.114.13,19.01.12,14729,31
Wildlife conservation,Khazar,21.01.12,14729,0
Wildlife conservation,Khazar,21.01.12,14574,-155
Wildlife conservation,101.0.53.101,31.01.12,5834,-8740
Wildlife conservation,Vrenator,31.01.12,14574,8740
Wildlife conservation,Siddhantrocker,14.02.12,13618,-956
Wildlife conservation,114.143.85.72,16.02.12,13621,3
Wildlife conservation,Sajidpabc,17.02.12,13684,63
Wildlife conservation,Ohnoitsjamie,17.02.12,13621,-63
Wildlife conservation,174.110.167.51,05.03.12,13625,4
Wildlife conservation,Shyamsunder,13.04.12,13660,35
Wildlife conservation,68.42.189.37,14.04.12,14383,723
Wildlife conservation,68.42.189.37,14.04.12,15717,1334
Wildlife conservation,184.75.237.226,18.04.12,15813,96
Wildlife conservation,KimS012,29.04.12,15386,-427
Wildlife conservation,199.255.186.32,02.05.12,15375,-11
Wildlife conservation,199.255.186.32,02.05.12,15388,13
Wildlife conservation,199.255.186.32,02.05.12,15368,-20
Wildlife conservation,Pinethicket,02.05.12,15386,18
Wildlife conservation,Alan Liefting,06.05.12,15522,136
Wildlife conservation,Alan Liefting,06.05.12,15588,66
Wildlife conservation,ChrisGualtieri,06.05.12,15589,1
Wildlife conservation,1.23.158.189,10.05.12,15590,1
Wildlife conservation,117.194.229.52,16.05.12,16145,555
Wildlife conservation,117.201.176.39,21.05.12,12538,-3607
Wildlife conservation,Darth Molo,21.05.12,16145,3607
Wildlife conservation,117.205.113.127,25.05.12,16145,0
Wildlife conservation,203.147.90.147,27.05.12,20191,4046
Wildlife conservation,EagerToddler39,28.05.12,20152,-39
Wildlife conservation,59.93.209.58,29.05.12,17531,-2621
Wildlife conservation,Tolly4bolly,29.05.12,20152,2621
Wildlife conservation,14.99.208.249,31.05.12,20151,-1
Wildlife conservation,117.194.214.20,31.05.12,19549,-602
Wildlife conservation,Download,01.06.12,19546,-3
Wildlife conservation,Download,01.06.12,19578,32
Wildlife conservation,Download,01.06.12,19578,0
Wildlife conservation,Download,01.06.12,19580,2
Wildlife conservation,Download,01.06.12,19580,0
Wildlife conservation,Download,01.06.12,20151,571
Wildlife conservation,Download,01.06.12,20147,-4
Wildlife conservation,Download,01.06.12,20143,-4
Wildlife conservation,Download,01.06.12,20143,0
Wildlife conservation,Download,01.06.12,20116,-27
Wildlife conservation,Download,01.06.12,20116,0
Wildlife conservation,Download,01.06.12,20442,326
Wildlife conservation,Download,01.06.12,20468,26
Wildlife conservation,Download,01.06.12,20465,-3
Wildlife conservation,Download,01.06.12,20501,36
Wildlife conservation,Download,01.06.12,20502,1
Wildlife conservation,Download,01.06.12,20516,14
Wildlife conservation,Download,01.06.12,20537,21
Wildlife conservation,Download,01.06.12,20538,1
Wildlife conservation,Download,01.06.12,20556,18
Wildlife conservation,Download,01.06.12,20674,118
Wildlife conservation,Download,01.06.12,20772,98
Wildlife conservation,Download,01.06.12,20752,-20
Wildlife conservation,Download,01.06.12,20752,0
Wildlife conservation,AnomieBOT,01.06.12,20767,15
Wildlife conservation,117.194.3.182,01.06.12,20736,-31
Wildlife conservation,117.194.3.182,01.06.12,19850,-886
Wildlife conservation,Mike 7,01.06.12,20767,917
Wildlife conservation,117.194.101.86,05.06.12,20752,-15
Wildlife conservation,Mark Arsten,20.06.12,20751,-1
Wildlife conservation,106.209.141.185,22.06.12,17112,-3639
Wildlife conservation,AnomieBOT,22.06.12,17532,420
Wildlife conservation,Battu007,25.06.12,17521,-11
Wildlife conservation,117.197.129.187,29.06.12,17536,15
Wildlife conservation,Anir1uph,29.06.12,17521,-15
Wildlife conservation,124.253.59.74,07.07.12,17558,37
Wildlife conservation,120.61.94.94,09.07.12,17561,3
Wildlife conservation,120.61.94.94,09.07.12,17557,-4
Wildlife conservation,120.61.94.94,09.07.12,17558,1
Wildlife conservation,Mandarroxx,10.07.12,17559,1
Wildlife conservation,Mandarroxx,10.07.12,17560,1
Wildlife conservation,Fayedizard,10.07.12,17558,-2
Wildlife conservation,Mandarroxx,10.07.12,17521,-37
Wildlife conservation,59.94.130.50,15.07.12,17546,25
Wildlife conservation,Ronniieeee,15.07.12,17521,-25
Wildlife conservation,117.211.89.154,23.07.12,17509,-12
Wildlife conservation,117.213.176.222,09.08.12,17585,76
Wildlife conservation,59.180.150.201,12.08.12,15947,-1638
Wildlife conservation,Gareth Griffith-Jones,12.08.12,17585,1638
Wildlife conservation,117.228.102.31,29.08.12,17672,87
Wildlife conservation,Porterjoh,29.08.12,17585,-87
Wildlife conservation,117.198.113.39,02.09.12,17619,34
Wildlife conservation,Jim1138,02.09.12,17585,-34
Wildlife conservation,117.203.224.168,03.09.12,17586,1
Wildlife conservation,49.136.28.166,05.09.12,17486,-100
Wildlife conservation,171.33.200.223,20.09.12,13520,-3966
Wildlife conservation,Sriharsh1234,20.09.12,17486,3966
Wildlife conservation,14.97.3.68,21.09.12,17484,-2
Wildlife conservation,14.97.3.68,21.09.12,17485,1
Wildlife conservation,122.177.159.67,03.10.12,17511,26
Wildlife conservation,Telfordbuck,03.10.12,17485,-26
Wildlife conservation,203.188.227.160,04.10.12,16881,-604
Wildlife conservation,Magioladitis,06.10.12,16881,0
Wildlife conservation,Jujhar 1,12.10.12,16885,4
Wildlife conservation,Jujhar 1,12.10.12,16897,12
Wildlife conservation,Jujhar 1,12.10.12,17016,119
Wildlife conservation,Braincricket,12.10.12,16881,-135
Wildlife conservation,129.1.199.69,03.11.12,16880,-1
Wildlife conservation,202.137.241.197,20.11.12,16900,20
Wildlife conservation,ClueBot NG,20.11.12,16880,-20
Wildlife conservation,202.137.241.197,20.11.12,16899,19
Wildlife conservation,Widr,20.11.12,16880,-19
Wildlife conservation,FKeip,20.11.12,16910,30
Wildlife conservation,ClueBot NG,20.11.12,16880,-30
Wildlife conservation,FKeip,20.11.12,16894,14
Wildlife conservation,Lugia2453,20.11.12,16880,-14
Wildlife conservation,117.199.57.231,22.11.12,16814,-66
Wildlife conservation,206.191.20.170,05.12.12,17281,467
Wildlife conservation,Jerikab,05.12.12,16890,-391
Wildlife conservation,Jerikab,05.12.12,16889,-1
Wildlife conservation,MrOllie,05.12.12,16814,-75
Wildlife conservation,Jerikab,05.12.12,16889,75
Wildlife conservation,MrOllie,05.12.12,16814,-75
Wildlife conservation,MrOllie,05.12.12,13501,-3313
Wildlife conservation,Jerikab,07.12.12,13859,358
Wildlife conservation,ElphiBot,10.12.12,13904,45
Wildlife conservation,MrOllie,11.12.12,13546,-358
Wildlife conservation,2002:6AC3:55F1:0:0:0:6AC3:55F1,16.12.12,13552,6
Wildlife conservation,Jared Preston,16.12.12,13546,-6
Wildlife conservation,115.114.107.35,17.12.12,13548,2
Wildlife conservation,Widr,17.12.12,13546,-2
Wildlife conservation,115.117.47.67,25.12.12,13541,-5
Wildlife conservation,65.119.209.133,30.12.12,13714,173
Wildlife conservation,Excirial,30.12.12,13541,-173
Wildlife conservation,117.206.129.204,03.01.13,13542,1
Wildlife conservation,Begnome,03.01.13,13541,-1
Wildlife conservation,Adambarlow75,04.01.13,13578,37
Wildlife conservation,Begnome,07.01.13,13551,-27
Wildlife conservation,122.163.234.251,18.01.13,12403,-1148
Wildlife conservation,2.51.174.214,26.01.13,12414,11
Wildlife conservation,Titodutta,26.01.13,12403,-11
Wildlife conservation,116.203.105.53,01.02.13,12418,15
Wildlife conservation,ClueBot NG,01.02.13,12403,-15
Wildlife conservation,180.215.177.64,07.02.13,12421,18
Wildlife conservation,117.220.165.134,08.02.13,12449,28
Wildlife conservation,Pinethicket,08.02.13,12421,-28
Wildlife conservation,Pinethicket,08.02.13,12403,-18
Wildlife conservation,Bob Burkhardt,23.02.13,13551,1148
Wildlife conservation,Bob Burkhardt,23.02.13,13511,-40
Wildlife conservation,Bob Burkhardt,23.02.13,13491,-20
Wildlife conservation,Bob Burkhardt,23.02.13,13599,108
Wildlife conservation,174.56.50.251,01.03.13,13624,25
Wildlife conservation,161.112.81.160,02.03.13,12910,-714
Wildlife conservation,ClueBot NG,02.03.13,13624,714
Wildlife conservation,Addbot,14.03.13,13579,-45
Wildlife conservation,190.14.255.82,18.03.13,13670,91
Wildlife conservation,TheIrishWarden,18.03.13,13579,-91
Wildlife conservation,Santi1011,18.03.13,13680,101
Wildlife conservation,Gogo Dodo,18.03.13,13579,-101
Wildlife conservation,Santi1011,18.03.13,13686,107
Wildlife conservation,Gogo Dodo,18.03.13,13579,-107
Wildlife conservation,62.253.232.138,25.03.13,13580,1
Wildlife conservation,114.143.51.254,15.04.13,13596,16
Wildlife conservation,122.163.193.90,19.04.13,13620,24
Wildlife conservation,184.6.105.178,22.04.13,14449,829
Wildlife conservation,173.184.189.106,22.04.13,14632,183
Wildlife conservation,Sonicyouth86,22.04.13,14449,-183
Wildlife conservation,106.218.101.176,02.05.13,14419,-30
Wildlife conservation,Unbuttered Parsnip,02.05.13,14449,30
Wildlife conservation,Yobot,07.05.13,14445,-4
Wildlife conservation,114.134.8.148,13.05.13,14449,4
Wildlife conservation,117.197.35.92,13.05.13,14450,1
Wildlife conservation,117.212.9.193,22.05.13,14478,28
Wildlife conservation,122.167.106.205,26.05.13,14553,75
Wildlife conservation,92.96.12.120,26.05.13,14478,-75
Wildlife conservation,117.200.84.244,29.05.13,14477,-1
Wildlife conservation,117.203.213.39,31.05.13,14600,123
Wildlife conservation,120.59.212.80,05.06.13,13889,-711
Wildlife conservation,Satellizer,05.06.13,14600,711
Wildlife conservation,Mntneerjay,10.06.13,14701,101
Wildlife conservation,182.68.205.196,13.06.13,14703,2
Wildlife conservation,Donner60,13.06.13,14701,-2
Wildlife conservation,117.211.82.106,03.07.13,14718,17
Wildlife conservation,Iiii I I I,03.07.13,14715,-3
Wildlife conservation,Iiii I I I,03.07.13,14701,-14
Wildlife conservation,PBS-AWB,24.07.13,14718,17
Wildlife conservation,Aetheling,29.07.13,14738,20
Wildlife conservation,Aetheling,29.07.13,14717,-21
Wildlife conservation,106.207.227.127,02.08.13,14718,1
Wildlife conservation,106.207.227.127,02.08.13,14720,2
Wildlife conservation,Vasu212,03.08.13,14719,-1
Wildlife conservation,117.96.63.134,08.08.13,14726,7
Wildlife conservation,117.96.63.134,08.08.13,14744,18
Wildlife conservation,ClueBot NG,08.08.13,14719,-25
