article_15,editor,gender,editcount,registration,emailable,rigths
Sexism,Moira98,female,99,2015-12-05T05:25:38Z,no,45
Sexism,Vincent3302,unknown,5,2015-05-25T19:27:32Z,no,31
Soil,ClueBot NG,bot,3780245,2010-10-20T17:01:19Z,undefined,56
Soil,Dr Micko,unknown,28,2015-04-27T00:04:23Z,no,45
Soil,Hmains,male,714668,2005-10-21T05:08:26Z,no,48
Soil,KoshVorlon,male,11862,2007-05-22T13:18:31Z,undefined,47
Soil,Vsmith,unknown,157664,2004-07-07T16:07:23Z,undefined,106
Soil,Девучка В Якутск,unknown,1,2015-12-07T03:54:31Z,no,31
Sound,BG19bot,bot,719814,2011-05-03T06:25:50Z,undefined,53
Sound,Egsan Bacon,unknown,15324,2005-11-23T08:27:14Z,undefined,45
Sound,Melcous,female,14673,2014-01-01T22:37:21Z,no,46
Sound,Rburtonresearch,unknown,412,2012-12-28T01:34:46Z,undefined,45
South_African_cuisine,BG19bot,bot,719814,2011-05-03T06:25:50Z,undefined,53
South_African_cuisine,Bgwhite,unknown,469092,2005-05-11T07:04:57Z,no,106
South_African_cuisine,ClueBot NG,bot,3780245,2010-10-20T17:01:19Z,undefined,56
South_African_cuisine,Namavleis,unknown,18,2014-11-16T10:41:52Z,no,45
South_African_cuisine,The Madras,unknown,5007,2010-03-20T16:38:04Z,no,45
South_African_locomotive_history,Andre Kritzinger,male,20585,2009-03-14T13:23:20Z,undefined,48
South_African_locomotive_history,Bgwhite,unknown,469092,2005-05-11T07:04:57Z,no,106
Standard_Model,Anthere,unknown,9398,2002-05-31T13:30:06Z,undefined,106
Standard_Model,Bender235,male,326566,2004-10-02T12:16:43Z,undefined,49
Standard_Model,Huritisho,male,1324,2015-09-25T19:31:33Z,no,45
Standard_Model,Isambard Kingdom,unknown,6440,2014-12-25T17:56:18Z,no,45
Standard_Model,Vgy7ujm,unknown,4352,2006-01-11T00:27:56Z,no,45
Stereotype,78.26,male,35384,2009-01-03T03:50:19Z,undefined,106
Stereotype,ClueBot NG,bot,3780245,2010-10-20T17:01:19Z,undefined,56
Stereotype,Rjwilmsi,unknown,786110,2005-03-04T11:57:51Z,no,48
Stereotype,Sas- -tabloner,unknown,5,2015-11-23T06:13:16Z,no,31
Stereotype,Wiser87,unknown,20,2015-11-26T12:32:27Z,no,45
Steve_Biko,Anthere,unknown,9398,2002-05-31T13:30:06Z,undefined,106
Steve_Biko,Bender235,male,326566,2004-10-02T12:16:43Z,undefined,49
Steve_Biko,Bhele007,male,113,2012-06-21T13:46:10Z,undefined,45
Steve_Biko,Discott,male,4631,2006-10-08T19:56:45Z,undefined,48
Steve_Biko,Grammar Prof,unknown,106,2010-08-20T14:24:29Z,no,45
Steve_Biko,Illegitimate Barrister,unknown,75100,2010-03-26T08:30:55Z,no,48
Steve_Biko,Stephanwehner,unknown,298,2006-10-11T18:22:34Z,no,45
Steve_Biko,Tim1965,male,39831,2005-08-28T00:53:00Z,undefined,49
Tap_(valve),Anthere,unknown,9398,2002-05-31T13:30:06Z,undefined,106
Tap_(valve),ClueBot NG,bot,3780245,2010-10-20T17:01:19Z,undefined,56
Tap_(valve),Ranze,unknown,8547,2012-06-17T07:09:54Z,undefined,45
Tap_(valve),Rich Farmbrough,unknown,1041473,2004-05-02T20:34:16Z,undefined,54
Textile,Bender235,male,326566,2004-10-02T12:16:43Z,undefined,49
Textile,ClueBot NG,bot,3780245,2010-10-20T17:01:19Z,undefined,56
Textile,Roxy the dog,unknown,7695,2008-01-15T11:54:44Z,undefined,46
Trade,ClueBot NG,bot,3780245,2010-10-20T17:01:19Z,undefined,56
Trade,KylieTastic,unknown,86105,2006-11-18T15:15:09Z,undefined,49
Trade,Mz7,male,28839,2010-03-14T14:41:36Z,undefined,48
Trade,Peter K. Livingston,male,76,2010-02-19T15:34:36Z,undefined,45
Trade,Rjwilmsi,unknown,786110,2005-03-04T11:57:51Z,no,48
Trade,Yobot,bot,4271822,2008-06-17T22:33:17Z,undefined,53
Transport,BD2412,male,741779,2005-02-20T18:14:10Z,undefined,106
Transport,BD2412bot,bot,4691,2015-05-14T17:54:53Z,undefined,53
Transport,ClueBot NG,bot,3780245,2010-10-20T17:01:19Z,undefined,56
Transport,Dudeatishay7,unknown,1,2014-07-22T17:36:09Z,no,31
Transport,Mean as custard,unknown,108677,2009-11-07T17:42:05Z,no,48
Transport,Mohabar,unknown,9,2015-12-26T11:25:33Z,undefined,31
Transport,Pgh 216,unknown,3,2015-12-31T10:51:26Z,no,31
Transport_in_South_Africa,Anthere,unknown,9398,2002-05-31T13:30:06Z,undefined,106
Transport_in_South_Africa,Donner60,male,100361,2010-07-17T00:03:20Z,undefined,49
Transport_in_South_Africa,JaconaFrere,unknown,36660,2013-10-16T12:04:38Z,undefined,46
Transport_in_South_Africa,Penguin.1001,unknown,65,2012-10-24T21:17:27Z,no,45
Transport_in_South_Africa,Skr15081997,male,18976,2013-10-20T03:38:54Z,undefined,49
Vibration,Brian heim composer,unknown,411,2015-08-19T13:22:42Z,no,45
Vibration,Helenfeona,unknown,8,2015-10-14T07:50:27Z,undefined,31
Vibration,JanBurg,unknown,8,2010-08-03T18:44:08Z,no,31
Vibration,LilHelpa,male,262952,2008-10-07T13:25:58Z,undefined,47
Vibration,Mean as custard,unknown,108677,2009-11-07T17:42:05Z,no,48
Vibration,NC4PK,male,482,2012-09-27T22:42:44Z,undefined,45
Vibration,Velella,unknown,61563,2004-11-20T23:03:28Z,undefined,49
Walter_Sisulu,Anthere,unknown,9398,2002-05-31T13:30:06Z,undefined,106
Walter_Sisulu,Cnwilliams,male,48972,2009-07-25T20:34:12Z,undefined,45
Walter_Sisulu,Dominic luboya,unknown,99,2015-04-19T12:39:19Z,no,45
Walter_Sisulu,Tachs,male,53780,2005-09-12T11:35:43Z,undefined,46
Walter_Sisulu,Velella,unknown,61563,2004-11-20T23:03:28Z,undefined,49
Water_filter,Anthere,unknown,9398,2002-05-31T13:30:06Z,undefined,106
Water_filter,Onel5969,male,79691,2009-11-06T03:47:43Z,undefined,49
Water_filter,Roop256,unknown,1,2015-10-13T17:33:24Z,no,31
Water_filter,Velella,unknown,61563,2004-11-20T23:03:28Z,undefined,49
Water_pollution,AnomieBOT,bot,2123162,2008-08-07T17:09:33Z,undefined,53
Water_pollution,Anthere,unknown,9398,2002-05-31T13:30:06Z,undefined,106
Water_pollution,Bee Dubz,unknown,16,2015-10-28T03:14:34Z,no,45
Water_pollution,Cyberbot II,bot,245961,2012-02-12T22:20:29Z,undefined,55
Water_pollution,JMWt,unknown,1842,2015-02-24T21:27:58Z,undefined,45
Water_pollution,Moreau1,unknown,2657,2007-10-11T04:20:39Z,no,45
Water_supply_and_sanitation_in_South_Africa,Anthere,unknown,9398,2002-05-31T13:30:06Z,undefined,106
Water_supply_and_sanitation_in_South_Africa,Dewritech,unknown,69634,2010-01-22T08:54:47Z,no,45
Water_supply_and_sanitation_in_South_Africa,Dodger67,male,55884,2007-06-15T00:34:50Z,undefined,48
Water_supply_and_sanitation_in_South_Africa,EvMsmile,female,7728,2014-10-10T08:27:36Z,undefined,45
Water_supply_and_sanitation_in_South_Africa,Jarble,male,46983,2008-06-01T22:42:33Z,no,45
Water_supply_and_sanitation_in_South_Africa,Monkbot,bot,316561,2014-01-03T15:15:55Z,undefined,53
Water_supply_and_sanitation_in_South_Africa,Mschiffler,male,13508,2006-09-03T21:14:56Z,undefined,46
Water_well,AnomieBOT,bot,2123162,2008-08-07T17:09:33Z,undefined,53
Water_well,Casliber,male,152523,2006-05-05T10:14:39Z,undefined,115
Water_well,ClueBot NG,bot,3780245,2010-10-20T17:01:19Z,undefined,56
Water_well,DavidLeighEllis,unknown,48654,2013-03-12T23:08:50Z,undefined,50
Water_well,Eurodyne,unknown,3512,2014-08-18T22:14:50Z,undefined,49
Water_well,Iridescent,unknown,204353,2006-02-15T14:37:33Z,undefined,106
Water_well,Mean as custard,unknown,108677,2009-11-07T17:42:05Z,no,48
Water_well,Shanks sqq,unknown,1,2015-12-31T22:14:57Z,no,31
Wax,1416domination,unknown,78,2015-11-17T19:43:03Z,undefined,45
Wax,Anthere,unknown,9398,2002-05-31T13:30:06Z,undefined,106
Wax,BG19bot,bot,719814,2011-05-03T06:25:50Z,undefined,53
Wax,ClueBot NG,bot,3780245,2010-10-20T17:01:19Z,undefined,56
Wax,Duane-light,unknown,113,2007-09-12T11:52:02Z,no,45
Wax,Goatcheese3,unknown,44,2012-10-17T10:19:26Z,no,45
Wax,Plantsurfer,male,15788,2006-07-07T15:48:20Z,undefined,45
Western_Cape,Anthere,unknown,9398,2002-05-31T13:30:06Z,undefined,106
Western_Cape,AtticusX,male,21562,2006-07-31T03:32:21Z,undefined,47
Western_Cape,Cowdy001,unknown,17854,2011-06-10T07:16:20Z,undefined,46
Western_Cape,Cyberbot II,bot,245961,2012-02-12T22:20:29Z,undefined,55
Western_Cape,Oggmus,unknown,1044,2013-12-27T15:26:49Z,no,45
Western_Cape,Oshwah,male,64633,2007-01-05T08:11:14Z,undefined,53
Western_Cape,Wrh2,unknown,2843,2005-02-15T03:25:32Z,undefined,45
Wildlife_conservation,ClueBot NG,bot,3780245,2010-10-20T17:01:19Z,undefined,56
Wildlife_conservation,Dan Koehl,male,8942,2002-11-21T18:44:56Z,undefined,49
Wildlife_conservation,Rickenjus,unknown,1,2015-11-18T15:33:56Z,undefined,31
Wildlife_management,Anthere,unknown,9398,2002-05-31T13:30:06Z,undefined,106
Wildlife_management,Flyer22 Reborn,female,226660,2007-05-02T16:16:15Z,undefined,48
Wildlife_management,Liance,unknown,5851,2014-09-04T23:03:10Z,undefined,48
Wildlife_management,Petrb,male,27458,2010-10-14T14:03:37Z,undefined,52
Wildlife_management,Poodledog,unknown,198,2007-11-14T01:15:14Z,no,45
Winnie_Madikizela-Mandela,Anthere,unknown,9398,2002-05-31T13:30:06Z,undefined,106
Winnie_Madikizela-Mandela,Bhele007,male,113,2012-06-21T13:46:10Z,undefined,45
Winnie_Madikizela-Mandela,Materialscientist,unknown,688119,2008-09-14T01:47:33Z,undefined,109
Winnie_Madikizela-Mandela,The Transhumanist,unknown,93782,2006-07-08T06:42:41Z,undefined,49
Wood,ClueBot NG,bot,3780245,2010-10-20T17:01:19Z,undefined,56
Wood,Horseless Headman,unknown,6402,2014-01-10T19:37:23Z,undefined,48
Wood,Noyster,male,14803,2013-07-24T15:39:55Z,undefined,47
Wood,Wiae,unknown,53449,2007-02-08T14:19:23Z,no,49
Wool,ClueBot NG,bot,3780245,2010-10-20T17:01:19Z,undefined,56
Wool,JamesMLane,male,20840,2004-01-13T21:13:39Z,undefined,48
Wool,Materialscientist,unknown,688119,2008-09-14T01:47:33Z,undefined,109
Wool,Qzd,unknown,7949,2015-11-27T08:40:16Z,undefined,48
Wool,R'n'B,male,322080,2006-09-22T13:55:45Z,undefined,106
Youth_culture,Amrogers,unknown,51,2015-09-03T15:02:57Z,no,45
Youth_culture,Anthere,unknown,9398,2002-05-31T13:30:06Z,undefined,106
Youth_culture,Blackguard SF,male,8255,2009-02-26T01:26:01Z,undefined,45
Youth_culture,Flyer22 Reborn,female,226660,2007-05-02T16:16:15Z,undefined,48
